,iso2,year,cases,sex,age
871,AN,2001,1,m,25-34
872,AN,2001,5,m,35-44
873,AN,2001,0,m,45-54
874,AN,2001,0,m,55-64
875,AN,2002,0,f,0-14
876,AN,2002,1,f,15-24
877,AN,2002,0,f,25-34
878,AN,2002,0,f,35-44
879,AN,2002,1,f,45-54
880,AN,2002,0,f,55-64
881,AN,2002,0,m,0-14
882,AN,2002,1,m,15-24
883,AN,2002,1,m,25-34
884,AN,2002,3,m,35-44
885,AN,2002,2,m,45-54
886,AN,2002,3,m,55-64
887,AN,2003,0,f,0-14
888,AN,2003,0,f,15-24
889,AN,2003,1,f,25-34
890,AN,2003,1,f,35-44
891,AN,2003,0,f,45-54
892,AN,2003,1,f,55-64
893,AN,2003,0,m,0-14
894,AN,2003,0,m,15-24
895,AN,2003,2,m,25-34
896,AN,2003,1,m,35-44
897,AN,2003,0,m,45-54
898,AN,2003,0,m,55-64
899,AN,2004,0,f,0-14
900,AN,2004,0,f,15-24
901,AN,2004,1,f,35-44
902,AN,2004,0,f,45-54
903,AN,2004,0,f,55-64
904,AN,2004,1,m,0-14
905,AN,2004,1,m,15-24
906,AN,2004,0,m,25-34
907,AN,2004,4,m,35-44
908,AN,2004,3,m,45-54
909,AN,2004,0,m,55-64
910,AN,2006,1,f,0-14
911,AN,2006,0,f,15-24
912,AN,2006,0,f,25-34
913,AN,2006,0,f,35-44
914,AN,2006,0,f,45-54
915,AN,2006,1,f,5-14
916,AN,2006,0,f,55-64
917,AN,2006,0,m,0-14
918,AN,2006,0,m,15-24
919,AN,2006,0,m,25-34
920,AN,2006,2,m,35-44
921,AN,2006,1,m,45-54
922,AN,2006,0,m,5-14
923,AN,2006,1,m,55-64
924,AO,1995,371,f,0-14
925,AO,1995,707,f,15-24
926,AO,1995,443,f,25-34
927,AO,1995,264,f,35-44
928,AO,1995,248,f,45-54
929,AO,1995,130,f,55-64
930,AO,1995,386,m,0-14
931,AO,1995,724,m,15-24
932,AO,1995,562,m,25-34
933,AO,1995,346,m,35-44
934,AO,1995,224,m,45-54
935,AO,1995,155,m,55-64
936,AO,1996,388,f,0-14
937,AO,1996,1066,f,15-24
938,AO,1996,963,f,25-34
939,AO,1996,615,f,35-44
940,AO,1996,370,f,45-54
941,AO,1996,242,f,55-64
942,AO,1996,360,m,0-14
943,AO,1996,1036,m,15-24
944,AO,1996,926,m,25-34
945,AO,1996,1027,m,35-44
946,AO,1996,469,m,45-54
947,AO,1996,272,m,55-64
948,AO,1997,431,f,0-14
949,AO,1997,1165,f,15-24
950,AO,1997,1007,f,25-34
951,AO,1997,627,f,35-44
952,AO,1997,411,f,45-54
953,AO,1997,234,f,55-64
954,AO,1997,419,m,0-14
955,AO,1997,913,m,15-24
956,AO,1997,1026,m,25-34
957,AO,1997,819,m,35-44
958,AO,1997,507,m,45-54
959,AO,1997,304,m,55-64
960,AO,1998,297,f,0-14
961,AO,1998,1084,f,15-24
962,AO,1998,970,f,25-34
963,AO,1998,623,f,35-44
964,AO,1998,319,f,45-54
965,AO,1998,169,f,55-64
966,AO,1998,240,m,0-14
967,AO,1998,915,m,15-24
968,AO,1998,950,m,25-34
969,AO,1998,839,m,35-44
970,AO,1998,470,m,45-54
971,AO,1998,219,m,55-64
972,AO,1999,459,f,0-14
973,AO,1999,1197,f,15-24
974,AO,1999,1157,f,25-34
975,AO,1999,743,f,35-44
976,AO,1999,474,f,45-54
977,AO,1999,217,f,55-64
978,AO,1999,391,m,0-14
979,AO,1999,1134,m,15-24
980,AO,1999,1237,m,25-34
981,AO,1999,973,m,35-44
982,AO,1999,518,m,45-54
983,AO,1999,314,m,55-64
984,AO,2000,247,f,0-14
985,AO,2000,1142,f,15-24
986,AO,2000,1091,f,25-34
987,AO,2000,844,f,35-44
988,AO,2000,417,f,45-54
989,AO,2000,200,f,55-64
990,AO,2000,186,m,0-14
991,AO,2000,999,m,15-24
992,AO,2000,1003,m,25-34
993,AO,2000,912,m,35-44
994,AO,2000,482,m,45-54
995,AO,2000,312,m,55-64
996,AO,2001,279,f,0-14
997,AO,2001,993,f,15-24
998,AO,2001,869,f,25-34
999,AO,2001,647,f,35-44
1000,AO,2001,323,f,45-54
1001,AO,2001,200,f,55-64
1002,AO,2001,230,m,0-14
1003,AO,2001,892,m,15-24
1004,AO,2001,752,m,25-34
1005,AO,2001,648,m,35-44
1006,AO,2001,420,m,45-54
1007,AO,2001,197,m,55-64
1008,AO,2002,640,f,0-14
1009,AO,2002,2610,f,15-24
1010,AO,2002,2208,f,25-34
1011,AO,2002,1600,f,35-44
1012,AO,2002,972,f,45-54
1013,AO,2002,533,f,55-64
1014,AO,2002,435,m,0-14
1015,AO,2002,2223,m,15-24
1016,AO,2002,2292,m,25-34
1017,AO,2002,1915,m,35-44
1018,AO,2002,1187,m,45-54
1019,AO,2002,624,m,55-64
1020,AO,2003,591,f,0-14
1021,AO,2003,3078,f,15-24
1022,AO,2003,2641,f,25-34
1023,AO,2003,1747,f,35-44
1024,AO,2003,1157,f,45-54
1025,AO,2003,395,f,55-64
1026,AO,2003,409,m,0-14
1027,AO,2003,2355,m,15-24
1028,AO,2003,2598,m,25-34
1029,AO,2003,1908,m,35-44
1030,AO,2003,1090,m,45-54
1031,AO,2003,512,m,55-64
1032,AO,2004,733,f,0-14
1033,AO,2004,3198,f,15-24
1034,AO,2004,2772,f,25-34
1035,AO,2004,1854,f,35-44
1036,AO,2004,1029,f,45-54
1037,AO,2004,505,f,55-64
1038,AO,2004,554,m,0-14
1039,AO,2004,2684,m,15-24
1040,AO,2004,2659,m,25-34
1041,AO,2004,1998,m,35-44
1042,AO,2004,1196,m,45-54
1043,AO,2004,561,m,55-64
1044,AO,2005,704,f,0-14
1045,AO,2005,2926,f,15-24
1046,AO,2005,2682,f,25-34
1047,AO,2005,1797,f,35-44
1048,AO,2005,1138,f,45-54
1049,AO,2005,581,f,55-64
1050,AO,2005,520,m,0-14
1051,AO,2005,2549,m,15-24
1052,AO,2005,2797,m,25-34
1053,AO,2005,1918,m,35-44
1054,AO,2005,1255,m,45-54
1055,AO,2005,665,m,55-64
1056,AO,2006,689,f,0-14
1057,AO,2006,2851,f,15-24
1058,AO,2006,2892,f,25-34
1059,AO,2006,1990,f,35-44
1060,AO,2006,1223,f,45-54
1061,AO,2006,583,f,55-64
1062,AO,2006,540,m,0-14
1063,AO,2006,2632,m,15-24
1064,AO,2006,3049,m,25-34
1065,AO,2006,2182,m,35-44
1066,AO,2006,1397,m,45-54
1067,AO,2006,729,m,55-64
1068,AO,2007,703,f,0-14
1069,AO,2007,2943,f,15-24
1070,AO,2007,2721,f,25-34
1071,AO,2007,1812,f,35-44
1072,AO,2007,1041,f,45-54
1073,AO,2007,554,f,55-64
1074,AO,2007,484,m,0-14
1075,AO,2007,2824,m,15-24
1076,AO,2007,3197,m,25-34
1077,AO,2007,2255,m,35-44
1078,AO,2007,1357,m,45-54
1079,AO,2007,699,m,55-64
1080,AO,2008,512,f,0-14
1081,AO,2008,3199,f,15-24
1082,AO,2008,2786,f,25-34
1083,AO,2008,2082,f,35-44
1084,AO,2008,1209,f,45-54
1085,AO,2008,556,f,55-64
1086,AO,2008,367,m,0-14
1087,AO,2008,2970,m,15-24
1088,AO,2008,3493,m,25-34
1089,AO,2008,2418,m,35-44
1090,AO,2008,1480,m,45-54
1091,AO,2008,733,m,55-64
1092,AR,1996,107,f,0-14
1093,AR,1996,643,f,15-24
1094,AR,1996,591,f,25-34
1095,AR,1996,528,f,35-44
1096,AR,1996,546,f,45-54
1097,AR,1996,520,f,55-64
1098,AR,1996,113,m,0-14
1099,AR,1996,611,m,15-24
1100,AR,1996,535,m,25-34
1101,AR,1996,338,m,35-44
1102,AR,1996,276,m,45-54
1103,AR,1996,230,m,55-64
1104,AR,1997,133,f,0-14
1105,AR,1997,566,f,15-24
1106,AR,1997,511,f,25-34
1107,AR,1997,336,f,35-44
1108,AR,1997,240,f,45-54
1109,AR,1997,199,f,55-64
1110,AR,1997,96,m,0-14
1111,AR,1997,580,m,15-24
1112,AR,1997,600,m,25-34
1113,AR,1997,523,m,35-44
1114,AR,1997,489,m,45-54
1115,AR,1997,417,m,55-64
1116,AR,1998,94,f,0-14
1117,AR,1998,558,f,15-24
1118,AR,1998,498,f,25-34
1119,AR,1998,271,f,35-44
1120,AR,1998,229,f,45-54
1121,AR,1998,207,f,55-64
1122,AR,1998,84,m,0-14
1123,AR,1998,578,m,15-24
1124,AR,1998,571,m,25-34
1125,AR,1998,463,m,35-44
1126,AR,1998,476,m,45-54
1127,AR,1998,387,m,55-64
1128,AR,1999,108,f,0-14
1129,AR,1999,502,f,15-24
1130,AR,1999,442,f,25-34
1131,AR,1999,292,f,35-44
1132,AR,1999,210,f,45-54
1133,AR,1999,177,f,55-64
1134,AR,1999,90,m,0-14
1135,AR,1999,490,m,15-24
1136,AR,1999,546,m,25-34
1137,AR,1999,435,m,35-44
1138,AR,1999,464,m,45-54
1139,AR,1999,384,m,55-64
1140,AR,2000,121,f,0-14
1141,AR,2000,544,f,15-24
1142,AR,2000,479,f,25-34
1143,AR,2000,262,f,35-44
1144,AR,2000,230,f,45-54
1145,AR,2000,179,f,55-64
1146,AR,2000,97,m,0-14
1147,AR,2000,278,m,15-24
1148,AR,2000,594,m,25-34
1149,AR,2000,402,m,35-44
1150,AR,2000,419,m,45-54
1151,AR,2000,368,m,55-64
1152,AR,2001,85,f,0-14
1153,AR,2001,674,f,15-24
1154,AR,2001,561,f,25-34
1155,AR,2001,303,f,35-44
1156,AR,2001,242,f,45-54
1157,AR,2001,215,f,55-64
1158,AR,2001,78,m,0-14
1159,AR,2001,682,m,15-24
1160,AR,2001,611,m,25-34
1161,AR,2001,495,m,35-44
1162,AR,2001,471,m,45-54
1163,AR,2001,404,m,55-64
1164,AR,2002,117,f,0-14
1165,AR,2002,622,f,15-24
1166,AR,2002,580,f,25-34
1167,AR,2002,301,f,35-44
1168,AR,2002,237,f,45-54
1169,AR,2002,203,f,55-64
1170,AR,2002,70,m,0-14
1171,AR,2002,612,m,15-24
1172,AR,2002,658,m,25-34
1173,AR,2002,463,m,35-44
1174,AR,2002,477,m,45-54
1175,AR,2002,389,m,55-64
1176,AR,2003,99,f,0-14
1177,AR,2003,516,f,15-24
1178,AR,2003,513,f,25-34
1179,AR,2003,294,f,35-44
1180,AR,2003,241,f,45-54
1181,AR,2003,192,f,55-64
1182,AR,2003,89,m,0-14
1183,AR,2003,574,m,15-24
1184,AR,2003,565,m,25-34
1185,AR,2003,413,m,35-44
1186,AR,2003,461,m,45-54
1187,AR,2003,366,m,55-64
1188,AR,2004,98,f,0-14
1189,AR,2004,519,f,15-24
1190,AR,2004,477,f,25-34
1191,AR,2004,271,f,35-44
1192,AR,2004,237,f,45-54
1193,AR,2004,169,f,55-64
1194,AR,2004,64,m,0-14
1195,AR,2004,588,m,15-24
1196,AR,2004,543,m,25-34
1197,AR,2004,399,m,35-44
1198,AR,2004,387,m,45-54
1199,AR,2004,332,m,55-64
1200,AR,2005,90,f,0-14
1201,AR,2005,530,f,15-24
1202,AR,2005,474,f,25-34
1203,AR,2005,290,f,35-44
1204,AR,2005,198,f,45-54
1205,AR,2005,169,f,55-64
1206,AR,2005,64,m,0-14
1207,AR,2005,621,m,15-24
1208,AR,2005,530,m,25-34
1209,AR,2005,358,m,35-44
1210,AR,2005,384,m,45-54
1211,AR,2005,340,m,55-64
1212,AR,2006,74,f,0-14
1213,AR,2006,438,f,15-24
1214,AR,2006,437,f,25-34
1215,AR,2006,235,f,35-44
1216,AR,2006,197,f,45-54
1217,AR,2006,56,f,5-14
1218,AR,2006,173,f,55-64
1219,AR,2006,67,m,0-14
1220,AR,2006,519,m,15-24
1221,AR,2006,484,m,25-34
1222,AR,2006,360,m,35-44
1223,AR,2006,351,m,45-54
1224,AR,2006,48,m,5-14
1225,AR,2006,346,m,55-64
1226,AR,2007,70,f,0-14
1227,AR,2007,558,f,15-24
1228,AR,2007,500,f,25-34
1229,AR,2007,246,f,35-44
1230,AR,2007,217,f,45-54
1231,AR,2007,56,f,5-14
1232,AR,2007,172,f,55-64
1233,AR,2007,77,m,0-14
1234,AR,2007,656,m,15-24
1235,AR,2007,623,m,25-34
1236,AR,2007,401,m,35-44
1237,AR,2007,415,m,45-54
1238,AR,2007,63,m,5-14
1239,AR,2007,389,m,55-64
1240,AR,2008,66,f,0-14
1241,AR,2008,536,f,15-24
1242,AR,2008,506,f,25-34
1243,AR,2008,252,f,35-44
1244,AR,2008,221,f,45-54
1245,AR,2008,61,f,5-14
1246,AR,2008,157,f,55-64
1247,AR,2008,69,m,0-14
1248,AR,2008,633,m,15-24
1249,AR,2008,611,m,25-34
1250,AR,2008,390,m,35-44
1251,AR,2008,416,m,45-54
1252,AR,2008,58,m,5-14
1253,AR,2008,364,m,55-64
1254,AS,1997,0,f,0-14
1255,AS,1997,0,f,15-24
1256,AS,1997,0,f,25-34
1257,AS,1997,0,f,35-44
1258,AS,1997,1,f,45-54
1259,AS,1997,0,f,55-64
1260,AS,1997,1,m,0-14
1261,AS,1997,0,m,15-24
1262,AS,1997,0,m,25-34
1263,AS,1997,1,m,35-44
1264,AS,1997,1,m,45-54
1265,AS,1997,1,m,55-64
1266,AS,2000,1,f,45-54
1267,AS,2000,1,m,45-54
1268,AS,2000,1,m,55-64
1269,AS,2001,1,f,35-44
1270,AS,2001,1,f,55-64
1271,AS,2002,1,m,55-64
1272,AS,2003,1,f,45-54
1273,AS,2003,1,m,55-64
1274,AS,2004,1,f,45-54
1275,AS,2004,2,m,55-64
1276,AS,2005,1,f,25-34
1277,AS,2005,2,f,45-54
1278,AS,2006,1,f,25-34
1279,AS,2006,2,f,45-54
1280,AT,1995,6,f,0-14
1281,AT,1995,22,f,15-24
1282,AT,1995,52,f,25-34
1283,AT,1995,32,f,35-44
1284,AT,1995,21,f,45-54
1285,AT,1995,18,f,55-64
1286,AT,1995,4,m,0-14
1287,AT,1995,37,m,15-24
1288,AT,1995,95,m,25-34
1289,AT,1995,82,m,35-44
1290,AT,1995,89,m,45-54
1291,AT,1995,71,m,55-64
1292,AT,1997,33,f,0-14
1293,AT,1997,41,f,15-24
1294,AT,1997,93,f,25-34
1295,AT,1997,62,f,35-44
1296,AT,1997,52,f,45-54
1297,AT,1997,52,f,55-64
1298,AT,1997,24,m,0-14
1299,AT,1997,59,m,15-24
1300,AT,1997,117,m,25-34
1301,AT,1997,170,m,35-44
1302,AT,1997,168,m,45-54
1303,AT,1997,122,m,55-64
1304,AT,1999,0,f,0-14
1305,AT,1999,10,f,15-24
1306,AT,1999,16,f,25-34
1307,AT,1999,18,f,35-44
1308,AT,1999,6,f,45-54
1309,AT,1999,2,f,55-64
1310,AT,1999,0,m,0-14
1311,AT,1999,13,m,15-24
1312,AT,1999,40,m,25-34
1313,AT,1999,54,m,35-44
1314,AT,1999,52,m,45-54
1315,AT,1999,37,m,55-64
1316,AT,2000,1,f,0-14
1317,AT,2000,11,f,15-24
1318,AT,2000,22,f,25-34
1319,AT,2000,12,f,35-44
1320,AT,2000,11,f,45-54
1321,AT,2000,6,f,55-64
1322,AT,2000,1,m,0-14
1323,AT,2000,17,m,15-24
1324,AT,2000,30,m,25-34
1325,AT,2000,59,m,35-44
1326,AT,2000,42,m,45-54
1327,AT,2000,23,m,55-64
1328,AT,2001,1,f,0-14
1329,AT,2001,8,f,15-24
1330,AT,2001,13,f,25-34
1331,AT,2001,15,f,35-44
1332,AT,2001,4,f,45-54
1333,AT,2001,6,f,55-64
1334,AT,2001,1,m,0-14
1335,AT,2001,15,m,15-24
1336,AT,2001,27,m,25-34
1337,AT,2001,39,m,35-44
1338,AT,2001,37,m,45-54
1339,AT,2001,37,m,55-64
1340,AT,2002,0,f,0-14
1341,AT,2002,8,f,15-24
1342,AT,2002,13,f,25-34
1343,AT,2002,7,f,35-44
1344,AT,2002,5,f,45-54
1345,AT,2002,7,f,55-64
1346,AT,2002,1,m,0-14
1347,AT,2002,8,m,15-24
1348,AT,2002,14,m,25-34
1349,AT,2002,32,m,35-44
1350,AT,2002,43,m,45-54
1351,AT,2002,20,m,55-64
1352,AT,2003,2,f,0-14
1353,AT,2003,10,f,15-24
1354,AT,2003,25,f,25-34
1355,AT,2003,12,f,35-44
1356,AT,2003,7,f,45-54
1357,AT,2003,4,f,55-64
1358,AT,2003,0,m,0-14
1359,AT,2003,19,m,15-24
1360,AT,2003,31,m,25-34
1361,AT,2003,37,m,35-44
1362,AT,2003,43,m,45-54
1363,AT,2003,19,m,55-64
1364,AT,2004,0,f,0-14
1365,AT,2004,12,f,15-24
1366,AT,2004,15,f,25-34
1367,AT,2004,9,f,35-44
1368,AT,2004,3,f,45-54
1369,AT,2004,3,f,55-64
1370,AT,2004,1,m,0-14
1371,AT,2004,19,m,15-24
1372,AT,2004,19,m,25-34
1373,AT,2004,38,m,35-44
1374,AT,2004,27,m,45-54
1375,AT,2004,24,m,55-64
1376,AT,2005,0,f,0-14
1377,AT,2005,13,f,15-24
1378,AT,2005,11,f,25-34
1379,AT,2005,8,f,35-44
1380,AT,2005,3,f,45-54
1381,AT,2005,0,f,5-14
1382,AT,2005,5,f,55-64
1383,AT,2005,1,m,0-14
1384,AT,2005,32,m,15-24
1385,AT,2005,23,m,25-34
1386,AT,2005,22,m,35-44
1387,AT,2005,41,m,45-54
1388,AT,2005,0,m,5-14
1389,AT,2005,24,m,55-64
1390,AT,2006,2,f,0-14
1391,AT,2006,12,f,15-24
1392,AT,2006,12,f,25-34
1393,AT,2006,16,f,35-44
1394,AT,2006,5,f,45-54
1395,AT,2006,1,f,5-14
1396,AT,2006,3,f,55-64
1397,AT,2006,1,m,0-14
1398,AT,2006,9,m,15-24
1399,AT,2006,25,m,25-34
1400,AT,2006,36,m,35-44
1401,AT,2006,39,m,45-54
1402,AT,2006,1,m,5-14
1403,AT,2006,19,m,55-64
1404,AT,2007,2,f,0-14
1405,AT,2007,10,f,15-24
1406,AT,2007,14,f,25-34
1407,AT,2007,7,f,35-44
1408,AT,2007,11,f,45-54
1409,AT,2007,1,f,5-14
1410,AT,2007,2,f,55-64
1411,AT,2007,1,m,0-14
1412,AT,2007,12,m,15-24
1413,AT,2007,15,m,25-34
1414,AT,2007,27,m,35-44
1415,AT,2007,26,m,45-54
1416,AT,2007,1,m,5-14
1417,AT,2007,18,m,55-64
1418,AU,1997,0,f,0-14
1419,AU,1997,10,f,15-24
1420,AU,1997,15,f,25-34
1421,AU,1997,9,f,35-44
1422,AU,1997,5,f,45-54
1423,AU,1997,10,f,55-64
1424,AU,1997,1,m,0-14
1425,AU,1997,8,m,15-24
1426,AU,1997,24,m,25-34
1427,AU,1997,18,m,35-44
1428,AU,1997,13,m,45-54
1429,AU,1997,17,m,55-64
1430,AU,1998,2,f,0-14
1431,AU,1998,19,f,15-24
1432,AU,1998,24,f,25-34
1433,AU,1998,15,f,35-44
1434,AU,1998,8,f,45-54
1435,AU,1998,2,f,55-64
1436,AU,1998,0,m,0-14
1437,AU,1998,11,m,15-24
1438,AU,1998,22,m,25-34
1439,AU,1998,18,m,35-44
1440,AU,1998,13,m,45-54
1441,AU,1998,15,m,55-64
1442,AU,1999,0,f,0-14
1443,AU,1999,10,f,15-24
1444,AU,1999,16,f,25-34
1445,AU,1999,18,f,35-44
1446,AU,1999,6,f,45-54
1447,AU,1999,2,f,55-64
1448,AU,1999,0,m,0-14
1449,AU,1999,13,m,15-24
1450,AU,1999,40,m,25-34
1451,AU,1999,54,m,35-44
1452,AU,1999,52,m,45-54
1453,AU,1999,37,m,55-64
1454,AU,2000,0,f,0-14
1455,AU,2000,15,f,15-24
1456,AU,2000,19,f,25-34
1457,AU,2000,12,f,35-44
1458,AU,2000,15,f,45-54
1459,AU,2000,5,f,55-64
1460,AU,2000,3,m,0-14
1461,AU,2000,16,m,15-24
1462,AU,2000,35,m,25-34
1463,AU,2000,25,m,35-44
1464,AU,2000,24,m,45-54
1465,AU,2000,19,m,55-64
1466,AU,2001,1,f,0-14
1467,AU,2001,21,f,15-24
1468,AU,2001,27,f,25-34
1469,AU,2001,16,f,35-44
1470,AU,2001,7,f,45-54
1471,AU,2001,8,f,55-64
1472,AU,2001,1,m,0-14
1473,AU,2001,23,m,15-24
1474,AU,2001,20,m,25-34
1475,AU,2001,18,m,35-44
1476,AU,2001,18,m,45-54
1477,AU,2001,13,m,55-64
1478,AU,2002,0,f,0-14
1479,AU,2002,15,f,15-24
1480,AU,2002,21,f,25-34
1481,AU,2002,15,f,35-44
1482,AU,2002,6,f,45-54
1483,AU,2002,4,f,55-64
1484,AU,2002,1,m,0-14
1485,AU,2002,15,m,15-24
1486,AU,2002,20,m,25-34
1487,AU,2002,26,m,35-44
1488,AU,2002,19,m,45-54
1489,AU,2002,13,m,55-64
1490,AU,2003,0,f,0-14
1491,AU,2003,9,f,15-24
1492,AU,2003,13,f,25-34
1493,AU,2003,3,f,35-44
1494,AU,2003,5,f,45-54
1495,AU,2003,4,f,55-64
1496,AU,2003,0,m,0-14
1497,AU,2003,14,m,15-24
1498,AU,2003,10,m,25-34
1499,AU,2003,2,m,35-44
1500,AU,2003,11,m,45-54
1501,AU,2003,5,m,55-64
1502,AU,2004,0,f,0-14
1503,AU,2004,6,f,15-24
1504,AU,2004,17,f,25-34
1505,AU,2004,5,f,35-44
1506,AU,2004,7,f,45-54
1507,AU,2004,3,f,55-64
1508,AU,2004,0,m,0-14
1509,AU,2004,18,m,15-24
1510,AU,2004,16,m,25-34
1511,AU,2004,17,m,35-44
1512,AU,2004,15,m,45-54
1513,AU,2004,11,m,55-64
1514,AU,2005,2,f,0-14
1515,AU,2005,18,f,15-24
1516,AU,2005,26,f,25-34
1517,AU,2005,11,f,35-44
1518,AU,2005,10,f,45-54
1519,AU,2005,6,f,55-64
1520,AU,2005,0,m,0-14
1521,AU,2005,32,m,15-24
1522,AU,2005,27,m,25-34
1523,AU,2005,23,m,35-44
1524,AU,2005,11,m,45-54
1525,AU,2005,12,m,55-64
1526,AU,2006,2,f,0-14
1527,AU,2006,18,f,15-24
1528,AU,2006,27,f,25-34
1529,AU,2006,14,f,35-44
1530,AU,2006,7,f,45-54
1531,AU,2006,1,f,5-14
1532,AU,2006,9,f,55-64
1533,AU,2006,1,m,0-14
1534,AU,2006,33,m,15-24
1535,AU,2006,35,m,25-34
1536,AU,2006,23,m,35-44
1537,AU,2006,21,m,45-54
1538,AU,2006,1,m,5-14
1539,AU,2006,16,m,55-64
1540,AU,2007,4,f,0-14
1541,AU,2007,26,f,15-24
1542,AU,2007,37,f,25-34
1543,AU,2007,20,f,35-44
1544,AU,2007,12,f,45-54
1545,AU,2007,4,f,5-14
1546,AU,2007,7,f,55-64
1547,AU,2007,3,m,0-14
1548,AU,2007,30,m,15-24
1549,AU,2007,33,m,25-34
1550,AU,2007,20,m,35-44
1551,AU,2007,15,m,45-54
1552,AU,2007,3,m,5-14
1553,AU,2007,14,m,55-64
1554,AU,2008,3,f,0-14
1555,AU,2008,27,f,15-24
1556,AU,2008,32,f,25-34
1557,AU,2008,14,f,35-44
1558,AU,2008,6,f,45-54
1559,AU,2008,11,f,55-64
1560,AU,2008,2,m,0-14
1561,AU,2008,46,m,15-24
1562,AU,2008,33,m,25-34
1563,AU,2008,20,m,35-44
1564,AU,2008,27,m,45-54
1565,AU,2008,23,m,55-64
1566,AZ,1995,0,f,0-14
1567,AZ,1995,5,f,15-24
1568,AZ,1995,18,f,25-34
1569,AZ,1995,0,f,35-44
1570,AZ,1995,0,f,45-54
1571,AZ,1995,0,f,55-64
1572,AZ,1995,0,m,0-14
1573,AZ,1995,13,m,15-24
1574,AZ,1995,29,m,25-34
1575,AZ,1995,14,m,35-44
1576,AZ,1995,6,m,45-54
1577,AZ,1995,4,m,55-64
1578,AZ,1996,5,f,0-14
1579,AZ,1996,20,f,15-24
1580,AZ,1996,154,f,25-34
1581,AZ,1996,86,f,35-44
1582,AZ,1996,16,f,45-54
1583,AZ,1996,13,f,55-64
1584,AZ,1996,0,m,0-14
1585,AZ,1996,57,m,15-24
1586,AZ,1996,302,m,25-34
1587,AZ,1996,231,m,35-44
1588,AZ,1996,47,m,45-54
1589,AZ,1996,101,m,55-64
1590,AZ,1997,0,f,0-14
1591,AZ,1997,42,f,15-24
1592,AZ,1997,70,f,25-34
1593,AZ,1997,178,f,35-44
1594,AZ,1997,23,f,45-54
1595,AZ,1997,0,f,55-64
1596,AZ,1997,0,m,0-14
1597,AZ,1997,120,m,15-24
1598,AZ,1997,244,m,25-34
1599,AZ,1997,194,m,35-44
1600,AZ,1997,89,m,45-54
1601,AZ,1997,12,m,55-64
1602,AZ,1998,0,f,0-14
1603,AZ,1998,7,f,15-24
1604,AZ,1998,10,f,25-34
1605,AZ,1998,7,f,35-44
1606,AZ,1998,6,f,45-54
1607,AZ,1998,1,f,55-64
1608,AZ,1998,0,m,0-14
1609,AZ,1998,44,m,15-24
1610,AZ,1998,47,m,25-34
1611,AZ,1998,24,m,35-44
1612,AZ,1998,9,m,45-54
1613,AZ,1998,4,m,55-64
1614,AZ,1999,0,f,0-14
1615,AZ,1999,4,f,15-24
1616,AZ,1999,17,f,25-34
1617,AZ,1999,73,f,35-44
1618,AZ,1999,58,f,45-54
1619,AZ,1999,19,f,55-64
1620,AZ,1999,0,m,0-14
1621,AZ,1999,96,m,15-24
1622,AZ,1999,46,m,25-34
1623,AZ,1999,217,m,35-44
1624,AZ,1999,184,m,45-54
1625,AZ,1999,49,m,55-64
1626,AZ,2000,0,f,0-14
1627,AZ,2000,3,f,15-24
1628,AZ,2000,3,f,25-34
1629,AZ,2000,6,f,35-44
1630,AZ,2000,3,f,45-54
1631,AZ,2000,0,f,55-64
1632,AZ,2000,0,m,0-14
1633,AZ,2000,9,m,15-24
1634,AZ,2000,24,m,25-34
1635,AZ,2000,33,m,35-44
1636,AZ,2000,42,m,45-54
1637,AZ,2000,30,m,55-64
1638,AZ,2001,2,f,0-14
1639,AZ,2001,1,f,25-34
1640,AZ,2001,3,m,0-14
1641,AZ,2001,1,m,15-24
1642,AZ,2001,3,m,25-34
1643,AZ,2002,5,f,0-14
1644,AZ,2002,48,f,15-24
1645,AZ,2002,88,f,25-34
1646,AZ,2002,80,f,35-44
1647,AZ,2002,34,f,45-54
1648,AZ,2002,19,f,55-64
1649,AZ,2002,6,m,0-14
1650,AZ,2002,290,m,15-24
1651,AZ,2002,433,m,25-34
1652,AZ,2002,359,m,35-44
1653,AZ,2002,190,m,45-54
1654,AZ,2002,72,m,55-64
1655,AZ,2003,1,f,0-14
1656,AZ,2003,72,f,15-24
1657,AZ,2003,60,f,25-34
1658,AZ,2003,62,f,35-44
1659,AZ,2003,48,f,45-54
1660,AZ,2003,26,f,55-64
1661,AZ,2003,3,m,0-14
1662,AZ,2003,212,m,15-24
1663,AZ,2003,258,m,25-34
1664,AZ,2003,215,m,35-44
1665,AZ,2003,113,m,45-54
1666,AZ,2003,66,m,55-64
1667,AZ,2004,8,f,0-14
1668,AZ,2004,120,f,15-24
1669,AZ,2004,65,f,25-34
1670,AZ,2004,57,f,35-44
1671,AZ,2004,34,f,45-54
1672,AZ,2004,33,f,55-64
1673,AZ,2004,8,m,0-14
1674,AZ,2004,248,m,15-24
1675,AZ,2004,311,m,25-34
1676,AZ,2004,222,m,35-44
1677,AZ,2004,167,m,45-54
1678,AZ,2004,92,m,55-64
1679,AZ,2005,90,f,0-14
1680,AZ,2005,64,f,15-24
1681,AZ,2005,98,f,25-34
1682,AZ,2005,47,f,35-44
1683,AZ,2005,32,f,45-54
1684,AZ,2005,88,f,5-14
1685,AZ,2005,24,f,55-64
1686,AZ,2005,77,m,0-14
1687,AZ,2005,109,m,15-24
1688,AZ,2005,297,m,25-34
